Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 21:22:11+00:00,1.57668E+18,https://twitter.com/latiwa/status/1576683991335600129,latiwa,Twitter for iPhone,citoyenne du monde ,"I carefully penned down this article for you my country, Nigeria. 
May all my wishes for ""You"" come true 👍 🙏🏼 Happy independence day!
Check out my blog: https://t.co/ARSSjG2ZaK
Latiwa Amato I used a line from our last discussion 😃 @Didi_Idang well done my dear !",1,562,1
2022-10-02 21:19:38+00:00,1.57668E+18,https://twitter.com/cugboajah/status/1576683347694100480,cugboajah,Twitter Web App,Abuja ,Judicial independence 62 years after Nigeria's independence by Chidi Anselm Odinkalu https://t.co/GtBOMFMBsr https://t.co/b8S7T1kq9n,8,395,5
2022-10-02 21:19:11+00:00,1.57668E+18,https://twitter.com/THISDAYLIVE/status/1576683236175933440,THISDAYLIVE,Hootsuite Inc.,Nigeria,"UK Church Celebrates Nigeria at 62 As Nigeria celebrates her 62nd independence anniversary as a sovereign nation on Saturday, October 1, The Envoy Nation, a United Kingdom-based church https://t.co/W5KQY0I0oG https://t.co/yUCtL5P3p1",10,1586905,0
2022-10-02 21:18:43+00:00,1.57668E+18,https://twitter.com/_dedevi_/status/1576683116923875328,_dedevi_,Twitter for iPhone,"New South Wales, Australia",Amazing how today’s public holiday coincides with Independence holiday in Nigeria 😃,0,407,0
2022-10-02 21:18:37+00:00,1.57668E+18,https://twitter.com/BonitechLTD/status/1576683094132019200,BonitechLTD,Twitter for iPhone,Suite12 Zone3 Shoppn C. Abuja,Happy 62 Beautiful Years of Independence Nigeria 🇳🇬 https://t.co/K36fUqnPrV,2,571,0
2022-10-02 21:16:38+00:00,1.57668E+18,https://twitter.com/Alexiaandfriend/status/1576682593755754496,Alexiaandfriend,Twitter Web App,,"In the wake of Nigeria's independence, did you know about another significant year in Nigerian history?

The year Nigeria was born from the amalgamation of several ethnic groups into the largest British colony ever created.

Follow alexiaandfriends for more Interesting content. https://t.co/8DORCTM6x6",0,2,0
2022-10-02 21:13:36+00:00,1.57668E+18,https://twitter.com/Shaabansharada/status/1576681833093541888,Shaabansharada,Twitter for Android,"Abuja, Kano, Nigeria","I am proudly Nigerian, and proudly African. Nigeria will overcome its challenges and shine. Happy 62nd independence anniversary to Nigeria and all Nigerians, at home and abroad. May God bless our nation. https://t.co/aNvmOPkDRS",229,16398,23
2022-10-02 21:08:00+00:00,1.57668E+18,https://twitter.com/Desmo1313/status/1576680419638251520,Desmo1313,Twitter for Android,"Toronto, Ontario",Baba BAT the sleep &amp; come forget to say hello to Nigeria on Nigeria Independence Day. Na like this i go take the rule? https://t.co/fc6QPg33X2,14,336,7
2022-10-02 21:05:10+00:00,1.57668E+18,https://twitter.com/Buchi05754425/status/1576679708267143168,Buchi05754425,Twitter for Android,,"In this independence, I wish Nigeria PETER OBI❤",0,16,0
2022-10-02 21:03:23+00:00,1.57668E+18,https://twitter.com/Rukkayah_/status/1576679260970160128,Rukkayah_,Twitter for iPhone,Kwara state,Nigerians celebrating Nigeria’s Independence from abroad &gt;&gt;&gt;&gt;&gt;&gt;,2,1726,1
2022-10-02 21:02:24+00:00,1.57668E+18,https://twitter.com/iamlodamellus/status/1576679014441582592,iamlodamellus,Twitter for iPhone,,Zombies Ft @kayefioosha 😍❤️#IndependenceDay2022 #NigeriaIndependence @Tenstringsnaija ❤️ https://t.co/JSthZ3XA60,5,207,3
2022-10-02 21:00:02+00:00,1.57668E+18,https://twitter.com/closefeed_bot/status/1576678417826824194,closefeed_bot,closefeed bot,Nigeria,"place to visit on Independence Day is the largest waterpark in West Africa, Park Vega Waterpark, located in Delta State, arguably the capital of Nigeria’s tourism sector. Interactions with new and regular guests show they intend to spend the day with friends and family at",0,28,0
2022-10-02 20:53:46+00:00,1.57668E+18,https://twitter.com/PapaFemo/status/1576676840374034434,PapaFemo,Twitter for Android,"Jilin, China ",Assessing Nigeria’s foreign policy evolution since independence https://t.co/FI3cohXxFL,0,154,0
2022-10-02 20:53:18+00:00,1.57668E+18,https://twitter.com/drabdulusy1/status/1576676724129120258,drabdulusy1,Twitter for iPhone,Katsina ,@fatimatukr @AmirRibadu @dikko_radda @maryamtauhida_ I though you people said you where doing it to Mark Nigeria’s Independence Day and you will discuss about Nigeria and katsina state but we end up seeing them raising your placards and name and campaigning for Dikko the last  thing Dan siyasa ze yi shi ne yayi Abu Dan Allah,0,130,0
2022-10-02 20:47:00+00:00,1.57668E+18,https://twitter.com/obioma_odinaka/status/1576675135654100992,obioma_odinaka,Twitter for Android,"Anambra, Nigeria","https://t.co/EEdYWf4bRe

Yesterday was first October in Nigeria. A day we celebrate Independence from the British Colonies and it was also a day the highest known political rally was 'scoutted' in most states in Nigeria. UK inclusive for Peter Obi the Labour Party presidential",0,62,0
2022-10-02 20:46:46+00:00,1.57668E+18,https://twitter.com/RealRiversKing/status/1576675076682153984,RealRiversKing,Twitter for Android,Nigeria,"@BashirAhmaad Monday is a national holiday to mark Nigeria's 62nd independence day anniversary. Consequently, IPOB has moved sit at home in the South East to Tuesday. That will be 4 days weekend in Pandora man's region. https://t.co/Bxtg4q2MTh",2,98,2
2022-10-02 20:46:16+00:00,1.57667E+18,https://twitter.com/NurSagman/status/1576674950328778752,NurSagman,Twitter for iPhone,"Ankara, Türkiye","I had the honour to deliver a speech at the celebration of the 62nd year of independence of #Nigeria  on behalf of the Republic of #Türkiye. Happy birthday Nigeria! 🇹🇷🤝🇳🇬
@AdesewaJosh https://t.co/oXJdeqemrF",68,14479,8
2022-10-02 20:46:15+00:00,1.57667E+18,https://twitter.com/Militaryvibez/status/1576674948369723393,Militaryvibez,Twitter for iPhone,Your home,"About Yesterday. Military men on regiment parade, were able to grace the 62nd Independence Day. God bless the Armed Forces of Nigeria🇳🇬 . Anikulapo NYSC #BBNaija https://t.co/QmdPNDRzzo",1,17,0
2022-10-02 20:44:56+00:00,1.57667E+18,https://twitter.com/Richy2441/status/1576674614989692928,Richy2441,Instagram,"Abia, Nigeria","1/10/2023
Nigeria @62 🤔
Happy Independence day 🤗
Peter Obi for president 2023 for a better 9ja. 💟
#peterobi4president2023 @ Aba, Abia https://t.co/vfFuie3K0l",1,1883,1
2022-10-02 20:44:27+00:00,1.57667E+18,https://twitter.com/GM_LOHO/status/1576674495707881482,GM_LOHO,Twitter for Android,"Abuja, Nigeria",@thatsdax @GM_LOHO follows all celebrating Nigeria's independence.,0,3573,0
2022-10-02 20:44:02+00:00,1.57667E+18,https://twitter.com/AbiodeMabel/status/1576674389852323840,AbiodeMabel,Twitter for Android,,@firstladyship Sincerely 01.10.2022 Nigeria Independence was one of its kind. May this season reborn a new Nigeria with #Obidatti023 and good leadership for the betterment of Nigerians.,1,1,0
2022-10-02 20:43:08+00:00,1.57667E+18,https://twitter.com/aapltrdng/status/1576674164521332736,aapltrdng,Twitter for iPhone,"Lekki, Nigeria","Happy Independence Day Nigeria 🇳🇬 

@aapltrdng CAUTIONARY ❗️
_

“Ask not what your country can do for you – ask what you can do for your country,” – John F. Kennedy

Don’t loose hope in nigeria, don’t put your hopes in her either. — Ugochukwu Chiagbaizu 

(Blueprint Nigeria 🇳🇬) https://t.co/BILRQFIhOe",5,226,0
2022-10-02 20:42:32+00:00,1.57667E+18,https://twitter.com/OpinionNigeria/status/1576674013127974912,OpinionNigeria,WordPress.com,"Abuja, Nigeria",Nigeria at 62 independence -By Isaiah Ogedegbe https://t.co/BoUUvsEqCT,0,4445,0
2022-10-02 20:42:18+00:00,1.57667E+18,https://twitter.com/SwitztheFirst/status/1576673955053981696,SwitztheFirst,Twitter for iPhone,Somewhere in Africa,"I brought a fresh perspective on how the Lion became the acclaimed King of the Jungle. It was not as smooth as you think. Will we have another situation like this come 2023?

#storytelling #WritingCommunity #election #NigeriaAt62 #NigeriaIndependence https://t.co/dMzQNkfH4M",4,79,2
2022-10-02 20:42:08+00:00,1.57667E+18,https://twitter.com/maslahahomes/status/1576673912884105217,maslahahomes,Twitter Web App,"Kano, Nigeria","We at Maslaha Homes &amp; Development wish a very happy Independence Day.

#nigeria #Nigeriaat62 #NigeriaIndependence https://t.co/gt8ZSMWSyf",1,49,0
2022-10-02 20:41:48+00:00,1.57667E+18,https://twitter.com/chinedusam_/status/1576673826246897664,chinedusam_,Twitter for iPhone,Somewhere in Nigeria,@AbubakarAAliyu7 @Cas1009 Your mumu no too much? Which one is did they wish Nigeria happy independence? Rest Mr Aliyu. Stop playing this dirty politics. Let’s focus on competency and issue based campaign 👍,2,521,0
2022-10-02 20:38:25+00:00,1.57667E+18,https://twitter.com/ClaraPulidoE/status/1576672977067790336,ClaraPulidoE,Twitter Web App,Abuja,"All the beauty and color of the culture of #Nigeria present in the celebration of the 62nd Anniversary of independence in Eagle Square
There are our roots as a nation
#Cuba present
@EmbCubaNigeria @CubaMINREX @ACN_Cuba @NigeriaMFA @GeoffreyOnyeama https://t.co/vt8mnJLD3i",1,143,0
2022-10-02 20:36:22+00:00,1.57667E+18,https://twitter.com/cholcharles1/status/1576672461650731008,cholcharles1,Twitter for iPhone,"Pune 411048, MH",Nigeria independence cup https://t.co/bi7UUcZPo3,1,1,0
2022-10-02 20:36:13+00:00,1.57667E+18,https://twitter.com/kaygb09/status/1576672421691633667,kaygb09,Twitter for Android,Lagos,"@ayemojubar @officialABAT Tom and Jerry?
After 62 years of independence; Nigeria must be in sifia pain",0,890,0
2022-10-02 20:34:55+00:00,1.57667E+18,https://twitter.com/fatimatukr/status/1576672095878418434,fatimatukr,Twitter for iPhone,"Abuja, Nigeria","@Amirribadu hosted some of my Twitter followers in the spirit of Independence Day celebration where they discussed Katsina and Nigeria in my honor. These young people pledged to work hard to mobilize for Dr. @dikko_radda . I thanked Amir,@maryamtauhida_  and all who attended. https://t.co/VV2cAPNkO5",78,6903,32
2022-10-02 20:34:10+00:00,1.57667E+18,https://twitter.com/ThePendulumNews/status/1576671906681556995,ThePendulumNews,WordPress.com,,Judicial independence 62 years after Nigeria’s independence https://t.co/cR74KNgJ9H,0,7,0
2022-10-02 20:33:57+00:00,1.57667E+18,https://twitter.com/Tayo100/status/1576671852768145408,Tayo100,Twitter for iPhone,,As Big brother Dan end I hope we will now concentrate on Election 2023. Well congratulations to Phyna and Bryann 🥳🥳🥳🥳🥳 #BBNajia7 #braynn #NigeriaIndependence #PhynaTheElephant𓃰,1,921,0
2022-10-02 20:33:38+00:00,1.57667E+18,https://twitter.com/Fab137/status/1576671772594024449,Fab137,Twitter Web App,,"grave. His family refused to bury him in Nigeria. They flew his body back to America and buried him on Independence day as a reminder that Nigeria is a killer of those who love her.
Terrorism, insecurity and kidnapping has no tribe or religion....",0,155,0
2022-10-02 20:33:31+00:00,1.57667E+18,https://twitter.com/CoronaCCED/status/1576671743565074432,CoronaCCED,Canva,"Lagos, Nigeria","Another day to celebrate the 62nd year of this great country.
May God bless the growth and progress of this country.
Happy Independence Day Nigeria. https://t.co/zAGnHZv3Hz",0,14,0
2022-10-02 20:33:25+00:00,1.57667E+18,https://twitter.com/NewspotN/status/1576671719049244672,NewspotN,FS Poster 3,Abuja,"Independence Day: Celebrating at Park Vega Waterpark with family, friends – Guests
https://t.co/J3ntC1wD0K",0,224,0
2022-10-02 20:33:03+00:00,1.57667E+18,https://twitter.com/NaijaNews/status/1576671626267357186,NaijaNews,dlvr.it,"Lagos, Nigeria",Independence Day: Oba Of Benin Writes FG Over ASUU Strike https://t.co/IiqChFN7io via @NaijaNews #NaijaNews,1,42103,0
2022-10-02 20:32:51+00:00,1.57667E+18,https://twitter.com/Iheannadi/status/1576671576485167104,Iheannadi,Twitter Web App,,@JohnFanimokun This man seeking to be president disrespected Nigeria on her independence day and is riding a bicycle in another country. Who does that?,0,256,0
2022-10-02 20:32:03+00:00,1.57667E+18,https://twitter.com/ACKCITY/status/1576671375867404290,ACKCITY,Twitter Web App,Nigeria,Nigeria Gained Independence Too Early – Oluwo Of Iwo https://t.co/MF8r45xfIw,0,1172,0
2022-10-02 20:30:51+00:00,1.57667E+18,https://twitter.com/Fancyfeet011/status/1576671071738421252,Fancyfeet011,Twitter for Android,Lagos Nigeria,"To all new and intending customers, we wish you all the beauty and success that comes with true independence.

Nigeria will be great https://t.co/cEvaROqjgu",7,597,2
2022-10-02 20:30:45+00:00,1.57667E+18,https://twitter.com/Blueprint_ng/status/1576671047344168962,Blueprint_ng,WordPress.com,Nigeria,"Independence: U. S. pledges support to Nigeria’s anti-terrorism campaign, free polls https://t.co/u37Zb7Fx17",0,8900,1
2022-10-02 20:30:35+00:00,1.57667E+18,https://twitter.com/blossomozurumba/status/1576671004650516480,blossomozurumba,Twitter for iPhone,"Abuja, Nigeria","You did not even bother to wish Nigeria, happy Independence say, @kfc? I will not buy chicken from you people again.",1,46155,1
2022-10-02 20:30:09+00:00,1.57667E+18,https://twitter.com/iruakinra_demi/status/1576670895929585664,iruakinra_demi,Twitter for Android,,"@ThatJargo Baba treading with black black black when Nigeria is celebrating 62nd Independence anniversary. 

Pls we are not doing obituary.

Abi.... like Abacha received Pope John II in black agbada",0,56,0
2022-10-02 20:28:32+00:00,1.57667E+18,https://twitter.com/UdoOkonjo/status/1576670489778728960,UdoOkonjo,Twitter for iPhone,"Lagos, Nigeria|London, England",What an honour to receive the Inspiring Leadership Award on October 1st Nigeria’s Independence Day in London from the Nigerian Ambassador to the United Kingdom His Excellency Ambassador Sarafa Tunji Isola and hosted by the Nigerian Achievers Award Institute #NigeriaAt62 https://t.co/EWGT1nFVxG,6,4796,1
2022-10-02 20:23:20+00:00,1.57667E+18,https://twitter.com/Benameh2Ameh/status/1576669179574362113,Benameh2Ameh,WordPress.com,"Lagos, Nigeria",62nd Independence: FIRS Boss Explain How Industrial Hubs Will Grow Nigeria’s Economy https://t.co/uXWLZjg7ff,0,117,0
2022-10-02 20:21:10+00:00,1.57667E+18,https://twitter.com/Bullion01707760/status/1576668635845697536,Bullion01707760,Twitter for Android,Nigeria,"@lasun007 @iamPasQal @Asakemijimi Ojukwu's father was the richest man in Africa before our independence and he lived in Lagos as at then and all his business are still in Lagos till now, he is the one that started stock market in Nigeria whc the office was in Lagos then. This was before 1960.",0,280,0
2022-10-02 20:20:55+00:00,1.57667E+18,https://twitter.com/AaliyahEjim/status/1576668572080041985,AaliyahEjim,Twitter for Android,Lekki,"Happy Independence Sunday everyone! 🇳🇬

Agbada dresses made by me! 😊

Want one, send me a message!

#IndependenceDay2022
#Nigeria 
#NigerianIndependence
#ankara
#viral
#dresses
#malaxiia 
#blackgirl
#bald https://t.co/o2FAs6IIzx",0,122,0
2022-10-02 20:19:25+00:00,1.57667E+18,https://twitter.com/GilObiefuna/status/1576668196198912007,GilObiefuna,Twitter for Android,Global,"... normal education begins from Primary, through Secondary...those candidates who said they didn't have it in this post Independence Nigeria might be hiding something evil possibly known to @renoomokri https://t.co/rggmezjWpr",0,163,0
2022-10-02 20:18:12+00:00,1.57667E+18,https://twitter.com/247liveonline/status/1576667889020858368,247liveonline,Twitter for Android,"Lagos, Nigeria","Hey folks! Happy Independence!! It's your newfound livestreamer &amp; my job is to help you broadcast your special moments and events live to your loved ones, friends and biz partners. Book today @ 20% off. Link in bio #jagaban #oshodi #ManchesterDerby #BBNajia #PhynaTheElephant𓃰 # https://t.co/RULUln3C4P",0,0,0
2022-10-02 20:16:08+00:00,1.57667E+18,https://twitter.com/ogbanjeinnocent/status/1576667367215489025,ogbanjeinnocent,Twitter for Android,,"On 1st October, that is Nigeria's independence celebration, Nigerians across the country choose to rally in support of Peter Obi of the Labour party because of the fact that with him at the helms of affairs, Nigeria shall be great again.",0,78,0
2022-10-02 20:14:22+00:00,1.57667E+18,https://twitter.com/serdecnig/status/1576666925765214210,serdecnig,Twitter for iPhone,Abuja,Happy Independence Nigeria https://t.co/wwDVwUuOKN,0,772,0
